IP:PORT, LOSS, DELAY
188.114.98.90:2408,100.00%,1000 ms
188.114.98.90:4500,100.00%,1000 ms
188.114.98.91:500,100.00%,1000 ms
188.114.98.91:1701,100.00%,1000 ms
188.114.98.93:1701,100.00%,1000 ms
188.114.98.91:4500,100.00%,1000 ms
188.114.98.91:2408,100.00%,1000 ms
188.114.98.92:2408,100.00%,1000 ms
188.114.98.92:4500,100.00%,1000 ms
188.114.98.92:500,100.00%,1000 ms
188.114.98.92:1701,100.00%,1000 ms
188.114.98.93:500,100.00%,1000 ms
188.114.98.93:4500,100.00%,1000 ms
188.114.98.93:2408,100.00%,1000 ms
188.114.98.94:1701,100.00%,1000 ms
188.114.98.94:4500,100.00%,1000 ms
188.114.98.95:4500,100.00%,1000 ms
188.114.98.96:1701,100.00%,1000 ms
188.114.98.97:500,100.00%,1000 ms
188.114.98.96:4500,100.00%,1000 ms
188.114.98.97:4500,100.00%,1000 ms
188.114.98.97:2408,100.00%,1000 ms
188.114.98.98:500,100.00%,1000 ms
188.114.98.98:2408,100.00%,1000 ms
188.114.98.99:4500,100.00%,1000 ms
188.114.98.100:4500,100.00%,1000 ms
188.114.98.101:500,100.00%,1000 ms
188.114.98.100:2408,100.00%,1000 ms
188.114.98.101:2408,100.00%,1000 ms
188.114.98.100:500,100.00%,1000 ms
188.114.98.100:1701,100.00%,1000 ms
188.114.98.102:4500,100.00%,1000 ms
188.114.98.102:2408,100.00%,1000 ms
188.114.98.102:1701,100.00%,1000 ms
188.114.98.102:500,100.00%,1000 ms
188.114.98.103:1701,100.00%,1000 ms
188.114.98.103:2408,100.00%,1000 ms
188.114.98.103:4500,100.00%,1000 ms
188.114.98.104:500,100.00%,1000 ms
188.114.98.104:2408,100.00%,1000 ms
188.114.98.104:4500,100.00%,1000 ms
188.114.98.104:1701,100.00%,1000 ms
188.114.98.105:4500,100.00%,1000 ms
188.114.98.105:1701,100.00%,1000 ms
188.114.98.105:2408,100.00%,1000 ms
188.114.98.106:500,100.00%,1000 ms
188.114.98.106:1701,100.00%,1000 ms
188.114.98.107:1701,100.00%,1000 ms
188.114.98.107:2408,100.00%,1000 ms
188.114.98.108:500,100.00%,1000 ms
188.114.98.108:4500,100.00%,1000 ms
188.114.98.108:2408,100.00%,1000 ms
188.114.98.109:500,100.00%,1000 ms
188.114.98.111:2408,100.00%,1000 ms
188.114.98.112:1701,100.00%,1000 ms
188.114.98.113:2408,100.00%,1000 ms
188.114.98.113:1701,100.00%,1000 ms
188.114.98.114:4500,100.00%,1000 ms
188.114.98.115:500,100.00%,1000 ms
188.114.98.114:500,100.00%,1000 ms
188.114.98.113:4500,100.00%,1000 ms
188.114.98.114:1701,100.00%,1000 ms
162.159.193.110:2408,100.00%,1000 ms
188.114.98.115:1701,100.00%,1000 ms
188.114.98.115:2408,100.00%,1000 ms
188.114.98.116:500,100.00%,1000 ms
188.114.98.116:4500,100.00%,1000 ms
188.114.98.116:2408,100.00%,1000 ms
188.114.98.116:1701,100.00%,1000 ms
188.114.98.117:1701,100.00%,1000 ms
188.114.98.117:2408,100.00%,1000 ms
188.114.98.117:4500,100.00%,1000 ms
188.114.98.118:500,100.00%,1000 ms
188.114.98.119:500,100.00%,1000 ms
188.114.98.119:1701,100.00%,1000 ms
188.114.98.118:1701,100.00%,1000 ms
188.114.98.118:4500,100.00%,1000 ms
188.114.98.118:2408,100.00%,1000 ms
188.114.98.119:2408,100.00%,1000 ms
188.114.98.119:4500,100.00%,1000 ms
188.114.98.120:500,100.00%,1000 ms
188.114.98.120:1701,100.00%,1000 ms
188.114.98.120:2408,100.00%,1000 ms
188.114.98.121:4500,100.00%,1000 ms
188.114.98.121:2408,100.00%,1000 ms
188.114.98.122:1701,100.00%,1000 ms
188.114.98.122:4500,100.00%,1000 ms
162.159.193.111:500,100.00%,1000 ms
188.114.98.126:1701,100.00%,1000 ms
188.114.98.125:4500,100.00%,1000 ms
188.114.98.126:2408,100.00%,1000 ms
162.159.193.112:4500,100.00%,1000 ms
162.159.193.108:4500,100.00%,1000 ms
188.114.98.127:4500,100.00%,1000 ms
188.114.98.128:500,100.00%,1000 ms
188.114.98.128:2408,100.00%,1000 ms
188.114.98.128:1701,100.00%,1000 ms
188.114.98.129:500,100.00%,1000 ms
162.159.193.110:4500,100.00%,1000 ms
162.159.193.108:500,100.00%,1000 ms
162.159.193.112:1701,100.00%,1000 ms
162.159.193.111:1701,100.00%,1000 ms
162.159.193.110:1701,100.00%,1000 ms
162.159.193.108:2408,100.00%,1000 ms
162.159.193.108:1701,100.00%,1000 ms
162.159.193.107:2408,100.00%,1000 ms
162.159.193.107:4500,100.00%,1000 ms
162.159.193.107:500,100.00%,1000 ms
162.159.193.107:1701,100.00%,1000 ms
162.159.193.106:4500,100.00%,1000 ms
162.159.193.106:2408,100.00%,1000 ms
162.159.193.106:1701,100.00%,1000 ms
162.159.193.103:4500,100.00%,1000 ms
162.159.193.99:2408,100.00%,1000 ms
162.159.193.100:500,100.00%,1000 ms
162.159.193.103:500,100.00%,1000 ms
162.159.193.101:4500,100.00%,1000 ms
162.159.193.101:500,100.00%,1000 ms
162.159.193.100:4500,100.00%,1000 ms
162.159.193.104:1701,100.00%,1000 ms
162.159.193.105:2408,100.00%,1000 ms
162.159.193.101:1701,100.00%,1000 ms
162.159.193.102:1701,100.00%,1000 ms
162.159.193.100:1701,100.00%,1000 ms
162.159.193.99:4500,100.00%,1000 ms
162.159.193.104:500,100.00%,1000 ms
162.159.193.105:4500,100.00%,1000 ms
162.159.193.105:500,100.00%,1000 ms
188.114.98.129:4500,100.00%,1000 ms
162.159.193.102:2408,100.00%,1000 ms
162.159.193.99:500,100.00%,1000 ms
162.159.193.103:2408,100.00%,1000 ms
162.159.193.106:500,100.00%,1000 ms
162.159.193.100:2408,100.00%,1000 ms
162.159.193.103:1701,100.00%,1000 ms
162.159.193.102:4500,100.00%,1000 ms
162.159.193.99:1701,100.00%,1000 ms
162.159.193.101:2408,100.00%,1000 ms
162.159.193.105:1701,100.00%,1000 ms
162.159.193.102:500,100.00%,1000 ms
188.114.98.130:1701,100.00%,1000 ms
162.159.193.104:2408,100.00%,1000 ms
162.159.193.104:4500,100.00%,1000 ms
162.159.193.98:4500,100.00%,1000 ms
188.114.98.130:2408,100.00%,1000 ms
162.159.193.98:2408,100.00%,1000 ms
162.159.193.73:1701,100.00%,1000 ms
188.114.98.131:500,100.00%,1000 ms
188.114.98.131:1701,100.00%,1000 ms
188.114.98.132:500,100.00%,1000 ms
188.114.98.133:500,100.00%,1000 ms
188.114.98.132:2408,100.00%,1000 ms
188.114.98.132:4500,100.00%,1000 ms
188.114.98.131:4500,100.00%,1000 ms
188.114.98.133:2408,100.00%,1000 ms
188.114.98.134:1701,100.00%,1000 ms
188.114.98.134:4500,100.00%,1000 ms
188.114.98.134:2408,100.00%,1000 ms
188.114.98.135:500,100.00%,1000 ms
188.114.98.135:1701,100.00%,1000 ms
188.114.98.135:4500,100.00%,1000 ms
188.114.98.136:1701,100.00%,1000 ms
188.114.98.136:500,100.00%,1000 ms
188.114.98.137:2408,100.00%,1000 ms
188.114.98.137:1701,100.00%,1000 ms
188.114.98.137:500,100.00%,1000 ms
188.114.98.138:1701,100.00%,1000 ms
188.114.98.138:500,100.00%,1000 ms
188.114.98.139:500,100.00%,1000 ms
188.114.98.138:2408,100.00%,1000 ms
162.159.193.88:4500,100.00%,1000 ms
162.159.193.96:4500,100.00%,1000 ms
162.159.193.98:1701,100.00%,1000 ms
188.114.98.141:500,100.00%,1000 ms
188.114.98.141:1701,100.00%,1000 ms
188.114.98.142:500,100.00%,1000 ms
162.159.193.82:2408,100.00%,1000 ms
188.114.98.143:500,100.00%,1000 ms
162.159.193.96:500,100.00%,1000 ms
188.114.98.143:2408,100.00%,1000 ms
188.114.98.143:4500,100.00%,1000 ms
188.114.98.144:500,100.00%,1000 ms
188.114.98.143:1701,100.00%,1000 ms
162.159.193.93:500,100.00%,1000 ms
162.159.193.74:1701,100.00%,1000 ms
188.114.98.144:1701,100.00%,1000 ms
162.159.193.94:1701,100.00%,1000 ms
188.114.98.144:2408,100.00%,1000 ms
188.114.98.144:4500,100.00%,1000 ms
188.114.98.146:500,100.00%,1000 ms
188.114.98.146:4500,100.00%,1000 ms
188.114.98.145:2408,100.00%,1000 ms
188.114.98.147:500,100.00%,1000 ms
188.114.98.146:2408,100.00%,1000 ms
162.159.193.97:1701,100.00%,1000 ms
162.159.193.81:1701,100.00%,1000 ms
162.159.193.72:2408,100.00%,1000 ms
188.114.98.147:4500,100.00%,1000 ms
188.114.98.147:1701,100.00%,1000 ms
188.114.98.147:2408,100.00%,1000 ms
162.159.193.88:2408,100.00%,1000 ms
188.114.98.148:2408,100.00%,1000 ms
188.114.98.148:1701,100.00%,1000 ms
188.114.98.148:4500,100.00%,1000 ms
188.114.98.149:500,100.00%,1000 ms
162.159.193.78:4500,100.00%,1000 ms
188.114.98.150:2408,100.00%,1000 ms
188.114.98.150:500,100.00%,1000 ms
188.114.98.151:500,100.00%,1000 ms
188.114.98.151:2408,100.00%,1000 ms
188.114.98.151:1701,100.00%,1000 ms
188.114.98.151:4500,100.00%,1000 ms
162.159.193.93:1701,100.00%,1000 ms
188.114.98.153:500,100.00%,1000 ms
188.114.98.152:2408,100.00%,1000 ms
162.159.193.84:4500,100.00%,1000 ms
162.159.193.81:500,100.00%,1000 ms
162.159.193.92:500,100.00%,1000 ms
188.114.98.154:4500,100.00%,1000 ms
162.159.193.87:4500,100.00%,1000 ms
162.159.193.91:4500,100.00%,1000 ms
188.114.98.155:2408,100.00%,1000 ms
188.114.98.156:500,100.00%,1000 ms
188.114.98.155:4500,100.00%,1000 ms
162.159.193.77:4500,100.00%,1000 ms
188.114.98.157:1701,100.00%,1000 ms
162.159.193.73:500,100.00%,1000 ms
188.114.98.159:500,100.00%,1000 ms
188.114.98.159:1701,100.00%,1000 ms
188.114.98.160:500,100.00%,1000 ms
188.114.98.159:2408,100.00%,1000 ms
162.159.193.82:1701,100.00%,1000 ms
188.114.98.162:500,100.00%,1000 ms
188.114.98.160:2408,100.00%,1000 ms
188.114.98.160:1701,100.00%,1000 ms
188.114.98.161:4500,100.00%,1000 ms
188.114.98.161:2408,100.00%,1000 ms
188.114.98.161:1701,100.00%,1000 ms
188.114.98.161:500,100.00%,1000 ms
188.114.98.162:2408,100.00%,1000 ms
188.114.98.162:1701,100.00%,1000 ms
162.159.193.74:4500,100.00%,1000 ms
188.114.98.162:4500,100.00%,1000 ms
188.114.98.163:500,100.00%,1000 ms
162.159.193.75:4500,100.00%,1000 ms
188.114.98.163:1701,100.00%,1000 ms
162.159.193.91:2408,100.00%,1000 ms
162.159.193.95:500,100.00%,1000 ms
188.114.98.164:500,100.00%,1000 ms
188.114.98.164:1701,100.00%,1000 ms
162.159.193.89:4500,100.00%,1000 ms
188.114.98.165:500,100.00%,1000 ms
188.114.98.165:1701,100.00%,1000 ms
188.114.98.165:4500,100.00%,1000 ms
188.114.98.165:2408,100.00%,1000 ms
162.159.193.77:2408,100.00%,1000 ms
188.114.98.166:2408,100.00%,1000 ms
188.114.98.166:1701,100.00%,1000 ms
162.159.193.78:500,100.00%,1000 ms
188.114.98.166:4500,100.00%,1000 ms
188.114.98.167:500,100.00%,1000 ms
188.114.98.167:1701,100.00%,1000 ms
188.114.98.167:2408,100.00%,1000 ms
162.159.193.80:500,100.00%,1000 ms
162.159.193.96:2408,100.00%,1000 ms
162.159.193.89:500,100.00%,1000 ms
162.159.193.95:1701,100.00%,1000 ms
162.159.193.79:4500,100.00%,1000 ms
162.159.193.95:2408,100.00%,1000 ms
188.114.98.169:4500,100.00%,1000 ms
188.114.98.169:1701,100.00%,1000 ms
188.114.98.170:500,100.00%,1000 ms
162.159.193.92:1701,100.00%,1000 ms
162.159.193.73:4500,100.00%,1000 ms
188.114.98.171:4500,100.00%,1000 ms
188.114.98.171:2408,100.00%,1000 ms
188.114.98.171:1701,100.00%,1000 ms
188.114.98.172:500,100.00%,1000 ms
188.114.98.173:1701,100.00%,1000 ms
162.159.193.90:1701,100.00%,1000 ms
162.159.193.87:500,100.00%,1000 ms
188.114.98.173:2408,100.00%,1000 ms
188.114.98.174:500,100.00%,1000 ms
188.114.98.174:2408,100.00%,1000 ms
188.114.98.175:500,100.00%,1000 ms
188.114.98.174:4500,100.00%,1000 ms
188.114.98.175:1701,100.00%,1000 ms
162.159.193.83:2408,100.00%,1000 ms
188.114.98.175:4500,100.00%,1000 ms
162.159.193.83:4500,100.00%,1000 ms
162.159.193.80:2408,100.00%,1000 ms
162.159.193.87:2408,100.00%,1000 ms
188.114.98.176:4500,100.00%,1000 ms
188.114.98.176:2408,100.00%,1000 ms
162.159.193.84:1701,100.00%,1000 ms
188.114.98.177:2408,100.00%,1000 ms
188.114.98.177:1701,100.00%,1000 ms
162.159.193.73:2408,100.00%,1000 ms
162.159.193.71:4500,100.00%,1000 ms
162.159.193.90:500,100.00%,1000 ms
188.114.98.179:1701,100.00%,1000 ms
188.114.98.178:4500,100.00%,1000 ms
162.159.193.88:1701,100.00%,1000 ms
188.114.98.179:2408,100.00%,1000 ms
188.114.98.180:500,100.00%,1000 ms
162.159.193.94:500,100.00%,1000 ms
188.114.98.180:2408,100.00%,1000 ms
188.114.98.180:1701,100.00%,1000 ms
162.159.193.86:1701,100.00%,1000 ms
188.114.98.181:1701,100.00%,1000 ms
188.114.98.181:500,100.00%,1000 ms
188.114.98.181:4500,100.00%,1000 ms
188.114.98.181:2408,100.00%,1000 ms
188.114.98.182:2408,100.00%,1000 ms
188.114.98.183:4500,100.00%,1000 ms
188.114.98.183:500,100.00%,1000 ms
188.114.98.183:2408,100.00%,1000 ms
188.114.98.184:1701,100.00%,1000 ms
162.159.193.77:1701,100.00%,1000 ms
162.159.193.75:2408,100.00%,1000 ms
188.114.98.186:500,100.00%,1000 ms
188.114.98.186:1701,100.00%,1000 ms
188.114.98.184:4500,100.00%,1000 ms
188.114.98.187:500,100.00%,1000 ms
188.114.98.185:1701,100.00%,1000 ms
188.114.98.187:2408,100.00%,1000 ms
188.114.98.185:2408,100.00%,1000 ms
188.114.98.185:4500,100.00%,1000 ms
188.114.98.185:500,100.00%,1000 ms
188.114.98.187:4500,100.00%,1000 ms
188.114.98.188:2408,100.00%,1000 ms
188.114.98.188:4500,100.00%,1000 ms
188.114.98.189:500,100.00%,1000 ms
188.114.98.189:2408,100.00%,1000 ms
162.159.193.86:2408,100.00%,1000 ms
188.114.98.189:4500,100.00%,1000 ms
188.114.98.190:500,100.00%,1000 ms
188.114.98.190:1701,100.00%,1000 ms
162.159.193.98:500,100.00%,1000 ms
188.114.98.190:2408,100.00%,1000 ms
188.114.98.191:2408,100.00%,1000 ms
188.114.98.191:1701,100.00%,1000 ms
188.114.98.191:4500,100.00%,1000 ms
162.159.193.85:1701,100.00%,1000 ms
162.159.193.89:2408,100.00%,1000 ms
162.159.193.83:1701,100.00%,1000 ms
162.159.193.82:4500,100.00%,1000 ms
188.114.98.192:500,100.00%,1000 ms
188.114.98.192:1701,100.00%,1000 ms
188.114.98.192:2408,100.00%,1000 ms
188.114.98.192:4500,100.00%,1000 ms
162.159.193.79:500,100.00%,1000 ms
162.159.193.84:2408,100.00%,1000 ms
188.114.98.193:4500,100.00%,1000 ms
188.114.98.194:500,100.00%,1000 ms
188.114.98.194:1701,100.00%,1000 ms
162.159.193.72:4500,100.00%,1000 ms
162.159.193.78:1701,100.00%,1000 ms
188.114.98.196:4500,100.00%,1000 ms
188.114.98.196:1701,100.00%,1000 ms
188.114.98.197:4500,100.00%,1000 ms
188.114.98.197:500,100.00%,1000 ms
188.114.98.197:2408,100.00%,1000 ms
188.114.98.196:500,100.00%,1000 ms
188.114.98.196:2408,100.00%,1000 ms
162.159.193.90:2408,100.00%,1000 ms
162.159.193.97:2408,100.00%,1000 ms
188.114.98.198:500,100.00%,1000 ms
188.114.98.198:1701,100.00%,1000 ms
188.114.98.198:2408,100.00%,1000 ms
188.114.98.199:500,100.00%,1000 ms
188.114.98.198:4500,100.00%,1000 ms
188.114.98.199:2408,100.00%,1000 ms
162.159.193.80:1701,100.00%,1000 ms
162.159.193.97:4500,100.00%,1000 ms
162.159.193.74:500,100.00%,1000 ms
188.114.98.200:500,100.00%,1000 ms
188.114.98.200:2408,100.00%,1000 ms
188.114.98.200:1701,100.00%,1000 ms
162.159.193.81:2408,100.00%,1000 ms
188.114.98.201:500,100.00%,1000 ms
188.114.98.200:4500,100.00%,1000 ms
188.114.98.201:1701,100.00%,1000 ms
188.114.98.201:2408,100.00%,1000 ms
162.159.193.86:500,100.00%,1000 ms
188.114.98.203:500,100.00%,1000 ms
162.159.193.87:1701,100.00%,1000 ms
188.114.98.204:1701,100.00%,1000 ms
188.114.98.204:500,100.00%,1000 ms
162.159.193.85:2408,100.00%,1000 ms
188.114.98.205:500,100.00%,1000 ms
188.114.98.204:4500,100.00%,1000 ms
162.159.193.76:500,100.00%,1000 ms
188.114.98.209:1701,100.00%,1000 ms
188.114.98.211:2408,100.00%,1000 ms
188.114.98.208:2408,100.00%,1000 ms
188.114.98.210:500,100.00%,1000 ms
188.114.98.212:2408,100.00%,1000 ms
188.114.98.209:4500,100.00%,1000 ms
188.114.98.211:4500,100.00%,1000 ms
188.114.98.212:500,100.00%,1000 ms
188.114.98.211:500,100.00%,1000 ms
188.114.98.210:4500,100.00%,1000 ms
188.114.98.208:4500,100.00%,1000 ms
188.114.98.209:500,100.00%,1000 ms
188.114.98.213:4500,100.00%,1000 ms
188.114.98.213:1701,100.00%,1000 ms
188.114.98.213:2408,100.00%,1000 ms
188.114.98.213:500,100.00%,1000 ms
188.114.98.214:1701,100.00%,1000 ms
188.114.98.214:4500,100.00%,1000 ms
188.114.98.215:4500,100.00%,1000 ms
188.114.98.215:2408,100.00%,1000 ms
188.114.98.214:500,100.00%,1000 ms
188.114.98.214:2408,100.00%,1000 ms
188.114.98.215:500,100.00%,1000 ms
188.114.98.215:1701,100.00%,1000 ms
188.114.98.216:500,100.00%,1000 ms
188.114.98.217:1701,100.00%,1000 ms
188.114.98.218:500,100.00%,1000 ms
188.114.98.217:500,100.00%,1000 ms
188.114.98.216:4500,100.00%,1000 ms
188.114.98.216:1701,100.00%,1000 ms
188.114.98.218:2408,100.00%,1000 ms
188.114.98.218:1701,100.00%,1000 ms
188.114.98.217:2408,100.00%,1000 ms
188.114.98.216:2408,100.00%,1000 ms
188.114.98.220:1701,100.00%,1000 ms
188.114.98.221:500,100.00%,1000 ms
188.114.98.220:2408,100.00%,1000 ms
188.114.98.220:500,100.00%,1000 ms
188.114.98.218:4500,100.00%,1000 ms
188.114.98.219:500,100.00%,1000 ms
188.114.98.221:2408,100.00%,1000 ms
188.114.98.221:1701,100.00%,1000 ms
188.114.98.219:4500,100.00%,1000 ms
188.114.98.219:1701,100.00%,1000 ms
188.114.98.219:2408,100.00%,1000 ms
188.114.98.241:1701,100.00%,1000 ms
188.114.98.237:1701,100.00%,1000 ms
188.114.98.235:500,100.00%,1000 ms
188.114.98.239:1701,100.00%,1000 ms
188.114.98.239:500,100.00%,1000 ms
188.114.98.224:1701,100.00%,1000 ms
188.114.98.222:4500,100.00%,1000 ms
188.114.98.227:500,100.00%,1000 ms
188.114.98.233:500,100.00%,1000 ms
188.114.98.237:4500,100.00%,1000 ms
188.114.98.236:4500,100.00%,1000 ms
188.114.98.240:1701,100.00%,1000 ms
188.114.98.226:4500,100.00%,1000 ms
188.114.98.227:2408,100.00%,1000 ms
188.114.98.236:500,100.00%,1000 ms
188.114.98.233:4500,100.00%,1000 ms
188.114.98.229:500,100.00%,1000 ms
188.114.98.234:2408,100.00%,1000 ms
188.114.98.239:4500,100.00%,1000 ms
188.114.98.232:1701,100.00%,1000 ms
188.114.98.235:1701,100.00%,1000 ms
188.114.98.232:2408,100.00%,1000 ms
188.114.98.234:500,100.00%,1000 ms
188.114.98.235:2408,100.00%,1000 ms
188.114.98.224:2408,100.00%,1000 ms
188.114.98.225:4500,100.00%,1000 ms
188.114.98.228:2408,100.00%,1000 ms
188.114.98.240:4500,100.00%,1000 ms
188.114.98.240:500,100.00%,1000 ms
188.114.98.238:4500,100.00%,1000 ms
188.114.98.233:1701,100.00%,1000 ms
188.114.98.234:1701,100.00%,1000 ms
188.114.98.234:4500,100.00%,1000 ms
188.114.98.222:500,100.00%,1000 ms
188.114.98.227:1701,100.00%,1000 ms
188.114.98.223:500,100.00%,1000 ms
188.114.98.229:2408,100.00%,1000 ms
188.114.98.226:500,100.00%,1000 ms
188.114.98.225:2408,100.00%,1000 ms
188.114.98.223:1701,100.00%,1000 ms
188.114.98.239:2408,100.00%,1000 ms
188.114.98.223:2408,100.00%,1000 ms
188.114.98.231:2408,100.00%,1000 ms
188.114.98.231:500,100.00%,1000 ms
188.114.98.236:1701,100.00%,1000 ms
188.114.98.223:4500,100.00%,1000 ms
188.114.98.238:1701,100.00%,1000 ms
188.114.98.238:500,100.00%,1000 ms
188.114.98.237:2408,100.00%,1000 ms
188.114.98.241:500,100.00%,1000 ms
188.114.98.237:500,100.00%,1000 ms
188.114.98.231:1701,100.00%,1000 ms
188.114.98.236:2408,100.00%,1000 ms
188.114.98.230:2408,100.00%,1000 ms
188.114.98.233:2408,100.00%,1000 ms
188.114.98.238:2408,100.00%,1000 ms
188.114.98.229:1701,100.00%,1000 ms
188.114.98.228:4500,100.00%,1000 ms
188.114.98.228:1701,100.00%,1000 ms
188.114.98.222:1701,100.00%,1000 ms
188.114.98.229:4500,100.00%,1000 ms
188.114.98.227:4500,100.00%,1000 ms
188.114.98.222:2408,100.00%,1000 ms
188.114.98.230:500,100.00%,1000 ms
188.114.98.240:2408,100.00%,1000 ms
188.114.98.235:4500,100.00%,1000 ms
188.114.98.241:2408,100.00%,1000 ms
188.114.98.243:4500,100.00%,1000 ms
188.114.98.243:1701,100.00%,1000 ms
188.114.98.244:1701,100.00%,1000 ms
188.114.98.242:2408,100.00%,1000 ms
188.114.98.243:2408,100.00%,1000 ms
188.114.98.243:500,100.00%,1000 ms
188.114.98.245:500,100.00%,1000 ms
188.114.98.242:4500,100.00%,1000 ms
188.114.98.244:2408,100.00%,1000 ms
188.114.98.244:4500,100.00%,1000 ms
188.114.98.244:500,100.00%,1000 ms
188.114.98.245:1701,100.00%,1000 ms
188.114.98.246:500,100.00%,1000 ms
188.114.98.247:500,100.00%,1000 ms
188.114.98.247:4500,100.00%,1000 ms
188.114.98.248:500,100.00%,1000 ms
188.114.98.248:1701,100.00%,1000 ms
188.114.98.248:2408,100.00%,1000 ms
188.114.98.247:2408,100.00%,1000 ms
162.159.193.89:1701,100.00%,1000 ms
188.114.98.248:4500,100.00%,1000 ms
188.114.98.249:4500,100.00%,1000 ms
188.114.98.249:500,100.00%,1000 ms
162.159.193.91:1701,100.00%,1000 ms
188.114.98.252:2408,100.00%,1000 ms
188.114.98.251:2408,100.00%,1000 ms
188.114.98.252:500,100.00%,1000 ms
188.114.98.254:500,100.00%,1000 ms
188.114.98.253:500,100.00%,1000 ms
188.114.98.251:500,100.00%,1000 ms
188.114.98.253:2408,100.00%,1000 ms
188.114.98.253:1701,100.00%,1000 ms
188.114.98.252:4500,100.00%,1000 ms
162.159.193.74:2408,100.00%,1000 ms
162.159.193.86:4500,100.00%,1000 ms
162.159.193.90:4500,100.00%,1000 ms
162.159.193.79:2408,100.00%,1000 ms
162.159.193.80:4500,100.00%,1000 ms
188.114.98.255:500,100.00%,1000 ms
188.114.98.254:1701,100.00%,1000 ms
188.114.98.254:4500,100.00%,1000 ms
162.159.193.77:500,100.00%,1000 ms
162.159.193.76:1701,100.00%,1000 ms
162.159.193.91:500,100.00%,1000 ms
162.159.193.85:500,100.00%,1000 ms
162.159.193.84:500,100.00%,1000 ms
162.159.193.85:4500,100.00%,1000 ms
162.159.193.95:4500,100.00%,1000 ms
162.159.193.94:2408,100.00%,1000 ms
162.159.193.88:500,100.00%,1000 ms
162.159.193.96:1701,100.00%,1000 ms
162.159.193.76:2408,100.00%,1000 ms
162.159.193.94:4500,100.00%,1000 ms
162.159.193.76:4500,100.00%,1000 ms
162.159.193.97:500,100.00%,1000 ms
162.159.193.78:2408,100.00%,1000 ms
162.159.193.72:1701,100.00%,1000 ms
162.159.193.93:2408,100.00%,1000 ms
162.159.193.75:1701,100.00%,1000 ms
162.159.193.81:4500,100.00%,1000 ms
162.159.193.92:4500,100.00%,1000 ms
162.159.193.92:2408,100.00%,1000 ms
162.159.193.83:500,100.00%,1000 ms
162.159.193.93:4500,100.00%,1000 ms
162.159.193.79:1701,100.00%,1000 ms
188.114.99.3:500,100.00%,1000 ms
162.159.193.72:500,100.00%,1000 ms
162.159.193.75:500,100.00%,1000 ms
162.159.193.82:500,100.00%,1000 ms
162.159.193.70:4500,100.00%,1000 ms
162.159.193.70:1701,100.00%,1000 ms
188.114.99.3:4500,100.00%,1000 ms
162.159.193.65:4500,100.00%,1000 ms
162.159.193.69:1701,100.00%,1000 ms
162.159.193.62:4500,100.00%,1000 ms
162.159.193.61:1701,100.00%,1000 ms
162.159.193.57:2408,100.00%,1000 ms
162.159.193.67:500,100.00%,1000 ms
162.159.193.58:1701,100.00%,1000 ms
162.159.193.66:4500,100.00%,1000 ms
162.159.193.70:500,100.00%,1000 ms
162.159.193.71:500,100.00%,1000 ms
188.114.99.6:500,100.00%,1000 ms
162.159.193.57:500,100.00%,1000 ms
162.159.193.60:1701,100.00%,1000 ms
188.114.99.6:4500,100.00%,1000 ms
162.159.193.69:500,100.00%,1000 ms
188.114.99.7:1701,100.00%,1000 ms
188.114.99.7:2408,100.00%,1000 ms
162.159.193.71:2408,100.00%,1000 ms
162.159.193.66:1701,100.00%,1000 ms
162.159.193.68:2408,100.00%,1000 ms
188.114.99.8:4500,100.00%,1000 ms
162.159.193.58:500,100.00%,1000 ms
188.114.99.8:2408,100.00%,1000 ms
162.159.193.69:2408,100.00%,1000 ms
188.114.99.9:1701,100.00%,1000 ms
162.159.193.67:1701,100.00%,1000 ms
162.159.193.68:500,100.00%,1000 ms
162.159.193.61:2408,100.00%,1000 ms
162.159.193.65:2408,100.00%,1000 ms
188.114.99.11:500,100.00%,1000 ms
188.114.99.11:4500,100.00%,1000 ms
188.114.99.11:2408,100.00%,1000 ms
188.114.99.11:1701,100.00%,1000 ms
188.114.99.10:4500,100.00%,1000 ms
162.159.193.67:2408,100.00%,1000 ms
188.114.99.12:500,100.00%,1000 ms
162.159.193.57:1701,100.00%,1000 ms
188.114.99.12:1701,100.00%,1000 ms
162.159.193.63:500,100.00%,1000 ms
162.159.193.63:4500,100.00%,1000 ms
162.159.193.63:1701,100.00%,1000 ms
162.159.193.60:4500,100.00%,1000 ms
162.159.193.63:2408,100.00%,1000 ms
188.114.99.12:2408,100.00%,1000 ms
188.114.99.13:2408,100.00%,1000 ms
188.114.99.14:2408,100.00%,1000 ms
188.114.99.14:1701,100.00%,1000 ms
188.114.99.14:500,100.00%,1000 ms
188.114.99.13:500,100.00%,1000 ms
188.114.99.13:4500,100.00%,1000 ms
162.159.193.69:4500,100.00%,1000 ms
188.114.99.13:1701,100.00%,1000 ms
188.114.99.15:500,100.00%,1000 ms
162.159.193.60:500,100.00%,1000 ms
162.159.193.64:500,100.00%,1000 ms
162.159.193.64:2408,100.00%,1000 ms
162.159.193.68:4500,100.00%,1000 ms
162.159.193.58:4500,100.00%,1000 ms
162.159.193.66:500,100.00%,1000 ms
162.159.193.59:500,100.00%,1000 ms
162.159.193.70:2408,100.00%,1000 ms
162.159.193.64:1701,100.00%,1000 ms
162.159.193.65:1701,100.00%,1000 ms
162.159.193.60:2408,100.00%,1000 ms
162.159.193.67:4500,100.00%,1000 ms
162.159.193.66:2408,100.00%,1000 ms
